First Name;Last Name;Gender;Ethnicity;High School;Bachelor;Master;Filename;Accepted
Kyla;Ellison;Female;Ukrainian;Bundeshandelsakademie und Bundeshandelsschule;null;null;cv_47.pdf;Accepted
Amelie;Hansen;Female;Inuit;Bundeshandelsakademie und Bundeshandelsschule -;null;null;cv_48.pdf;Accepted
Kaya;Adams;Female;Aboriginal Australian;BG Graz Pestalozzistra·e, Graz;UniversitÑt Innsbruck - Medizin;UniversitÑt Wien - Physik;cv_49.pdf;Accepted
Maritza;Browning;Female;Inuit;BORG Ternitz Schulcampus Dr. Heinz Fischer, Ternitz;null;null;cv_50.pdf;Accepted
Shayla;Vargas;Female;Celtic;BG BRG und BORG Hartberg, Hartberg;UniversitÑt Graz - Mathematik;UniversitÑt Wien - EuropÑische Ethnologie;cv_51.pdf;Accepted
Maeve;Vaughan;Female;MÇtis;BG BRG Graz Marschallgasse, Graz;FH Oberîsterreich - Interactive Media;UniversitÑt Wien - Chemie;cv_52.pdf;Accepted
Nathalie;Garcia;Female;Tibetan;Wiedner Gymnasium, Wien;UniversitÑt Graz - Mathematik;UniversitÑt Wien - Mathematik;cv_53.pdf;Accepted
Camille;Haley;Female;Hmong;BG und BRG Graz Seebachergasse, Graz;null;null;cv_54.pdf;Accepted
Fatima;Stevenson;Female;Finnish;Bundeshandelsakademie und Bundeshandelsschule;null;null;cv_55.pdf;Accepted
Clara;Lawrence;Female;Aboriginal Australian;Bundeshandelsakademie und Bundeshandelsschule;UniversitÑt Wien - Geographie;UniversitÑt Wien - Romanistik;cv_56.pdf;Accepted
Lillie;Friedman;Female;Shona;BORG und Bundeshandelsschule fÅr Leistsungssportler St.;null;null;cv_57.pdf;Accepted
Lucille;Waller;Female;Scandinavian;Bundeshandelsakademie und Bundeshandelsschule -;UniversitÑt Wien - Musikwissenschaft;Technische UniversitÑt Wien - Maschinenbau;cv_58.pdf;Accepted
Eliza;Good;Female;Ukrainian;HTL Waidhofen an der Ybbs;null;null;cv_59.pdf;Accepted
Mireya;Cobb;Female;Finnish;BG Wiener Neustradt Babenbergerring, Wiener Neustadt;UniversitÑt Salzburg - Informatik;UniversitÑt Wien - Sprachwissenschaft;cv_60.pdf;Accepted
Alisson;Anderson;Female;Berber;Bundeshandelsakademie und Bundeshandelsschule;null;null;cv_61.pdf;Accepted
Elisabeth;Terry;Female;Hausa;HTL fÅr Lebensmitteltechnologie Hollabrunn;null;null;cv_62.pdf;Accepted
Frida;Sparks;Female;Italian;BG und BRG Sankt Pîlten Josefstra·e, St. Pîlten;UniversitÑt Wien - Klassische Philologie;Technische UniversitÑt Wien;cv_63.pdf;Accepted
Halle;Zimmerman;Female;Malay;BG und BRG Graz Dreihackengasse, Graz;UniversitÑt Wien - Slawistik;UniversitÑt Wien - Theaterwissenschaft;cv_64.pdf;Accepted
Alanna;Barrett;Female;Somali;BG und BRG Waidhofen an der Thaya, Waidhofen an der;null;null;cv_65.pdf;Accepted
Julissa;Fleming;Female;Samoan;BG und BORG Graz-Liebenau, Graz;FH Campus Wien - Computer Science and Digital;null;cv_66.pdf;Accepted
Saniyah;Barron;Female;Yoruba;HTL Waidhofen an der Ybbs;UniversitÑt Wien - Musikwissenschaft;Technische UniversitÑt Wien - Physik;cv_67.pdf;Accepted
Athena;Melton;Female;Coptic;BG BRG und BORG Hartberg, Hartberg;null;null;cv_68.pdf;Accepted
Teagan;Moreno;Female;Scandinavian;Bundeshandelsakademie und Bundeshandelsschule - Schule;null;null;cv_69.pdf;Accepted
Micaela;Gomez;Female;Uyghur;Wirtschaftskundliches BRG Graz Sandgasse, Graz;UniversitÑt Graz - Earth Sciences;null;cv_70.pdf;Accepted
Hanna;Casey;Female;Punjabi;Bundeshandelsakademie und Bundeshandelsschule Graz;null;null;cv_71.pdf;Accepted
Jayda;Vaughan;Female;Tibetan;Bundeshandelsakademie und Bundeshandelsschule Wien;null;null;cv_72.pdf;Accepted
Leia;Rosales;Female;Quechua;BRG Graz Petersgasse, Graz;null;null;cv_73.pdf;Accepted
Michelle;Bauer;Female;Celtic;HTL Innviertel-Nord Andorf;null;null;cv_74.pdf;Accepted
Marissa;Vance;Female;Druze;BRG und BORG St Pîlten Schulring, St. Pîlten;UniversitÑt Salzburg - Philosophie;null;cv_75.pdf;Accepted
Viviana;Cowan;Female;Serbian;Bundeshandelsakademie und Bundeshandelsschule;null;null;cv_76.pdf;Accepted
Linda;Goodwin;Female;Xhosa;Bundeshandelsakademie und Bundeshandelsschule Liezen;UniversitÑt Salzburg - Kunstgeschichte;UniversitÑt Wien - Biologie;cv_77.pdf;Accepted
Charlize;Houston;Female;Dutch;Bundeshandelsakademie und Bundeshandelsschule;FH Campus Wien - High Tech Manufacturing;UniversitÑt Wien - ErnÑhrungswissenschaften;cv_78.pdf;Accepted
Yamilet;Madden;Female;Greek;IT-HTL Ybbs;FH Technikum Wien - Urban Renewable Energy Technologies;UniversitÑt Wien - ArchÑologie;cv_79.pdf;Accepted
Ayla;Underwood;Female;Hausa;Haydn-Gymnasium, Wien;UniversitÑt Graz - Chemie;UniversitÑt Wien - Romanistik;cv_80.pdf;Accepted
Lisa;Dawson;Female;Rohingya;HTL Mistelbach;UniversitÑt Salzburg - Mathematik;UniversitÑt Wien - Philosophie;cv_81.pdf;Accepted
Taryn;Hodge;Female;Spanish;Bundeshandelsakademie und Bundeshandelsschule -;null;null;cv_82.pdf;Accepted
Zara;Harrison;Female;Portuguese;Bundeshandelsakademie und Bundeshandelsschule Wels;FH Joanneum - Informationsmanagement;null;cv_83.pdf;Accepted
Lena;Gaines;Female;Yoruba;HTL Baden Malerschule Leesdorf;UniversitÑt Innsbruck - Architektur;null;cv_84.pdf;Accepted
Litzy;Lowery;Female;Russian;Vienna Business School - Handelsakademie und;UniversitÑt Innsbruck - Architektur;UniversitÑt Wien - Romanistik;cv_85.pdf;Accepted
Abigayle;Dixon;Female;Somali;BG und BORG Graz-Liebenau, Graz;FH Joanneum - Bank- und Versicherungswirtschaft;UniversitÑt Wien - Philosophie;cv_86.pdf;Accepted
Athena;Sellers;Female;Druze;HTL Mistelbach;FH Technikum Wien - Sports Equipment Technology;UniversitÑt Wien - Wirtschaftswissenschaften;cv_87.pdf;Accepted
Autumn;Lang;Female;Scandinavian;HBLFA Wieselburg (Francisco-Josephinum);null;null;cv_88.pdf;Accepted
Alani;Franklin;Female;Rohingya;Bundeshandelsakademie und Bundeshandelsschule -;FH Oberîsterreich - Medical Engineering;null;cv_89.pdf;Accepted
Jakayla;Castaneda;Female;Hmong;BRG und BORG St Pîlten Schulring, St. Pîlten;UniversitÑt Wien - Chemie;null;cv_90.pdf;Accepted
Kali;Dickson;Female;Afro-Latin American;HTBLuVA Villach;UniversitÑt Wien - Klassische Philologie;Technische UniversitÑt Wien - Mathematik;cv_91.pdf;Accepted
Melany;Davies;Female;Albanian;BG/BRG und HLW Kîflach, Kîflach;UniversitÑt Salzburg - Chemie und Physik der Materialien;UniversitÑt Wien - Anthropologie;cv_92.pdf;Accepted
Amani;Mckee;Female;Punjabi;Bundeshandelsakademie und Bundeshandelsschule;UniversitÑt Innsbruck - Architektur;UniversitÑt Wien - égyptologie;cv_93.pdf;Accepted
Skye;Hamilton;Female;Burmese;BORG Ternitz Schulcampus Dr. Heinz Fischer, Ternitz;BOKU University (UniversitÑt fÅr Bodenkultur Wien) -;null;cv_94.pdf;Accepted
Larissa;Gaines;Female;Greek;HTBLuVA Wiener Neustadt;null;null;cv_95.pdf;Accepted
Journey;Nelson;Female;Portuguese;HTBLuVA Ferlach;null;null;cv_96.pdf;Accepted
Jadyn;Blevins;Female;Kazakh;Vienna Business School - Handelsakademie III,;null;null;cv_97.pdf;Accepted
Kathleen;Green;Female;Zulu;BG und BRG Graz Seebachergasse, Graz;null;null;cv_98.pdf;Accepted
Laila;Banks;Female;Roma;BG Wiener Neustradt Babenbergerring, Wiener Neustadt;Technische UniversitÑt Wien - Mathematik;UniversitÑt Wien - Biologie;cv_99.pdf;Accepted
Giuliana;Espinoza;Female;Kikuyu;Bundeshandelsakademie und Bundeshandelsschule;null;null;cv_100.pdf;Accepted
Anabella;Callahan;Female;Hungarian;HTL Mistelbach;null;null;cv_101.pdf;Accepted
Karly;Montoya;Female;Greek;BG und BRG Graz Klusemannstra·e, Graz;UniversitÑt Wien - Mathematik;Technische UniversitÑt Wien - Mathematik;cv_102.pdf;Accepted
Harper;Townsend;Female;Tahitian;BRG Waidhofen an der Ybbs, Waidhofen an der Ybbs;FH Oberîsterreich - Process Engineering and Production;UniversitÑt Wien - Translationswissenschaft;cv_103.pdf;Accepted
Stephany;Herman;Female;Greek;Bundesgymnasium Maroltingergasse, Wien-Ottakring;UniversitÑt Graz - Informatik;UniversitÑt Wien - Astronomie;cv_104.pdf;Accepted
Alayna;Dominguez;Female;Fulani;HTBLuVA Ferlach;null;null;cv_105.pdf;Accepted
Claire;Cabrera;Female;Coptic;HTL Wolfsberg;null;null;cv_106.pdf;Accepted
Carly;Sutton;Female;Amazonian Indigenous Peoples;HTBLuVA Wiener Neustadt;FH Technikum Wien - Telecommunications and Internet;Technische UniversitÑt Wien - Bauingenieurwesen;cv_107.pdf;Accepted
Fernanda;Gross;Female;Russian;HTL Karlstein;Technische UniversitÑt Wien - Wirtschaftsinformatik;UniversitÑt Wien - Altertumswissenschaften;cv_108.pdf;Accepted
Desiree;Herring;Female;Roma;Vienna Business School - Handelsakademie und;UniversitÑt Wien - Musikwissenschaft;UniversitÑt Wien - Geographie;cv_109.pdf;Accepted
Sarai;Mcguire;Female;Igbo;BG Wiener Neustradt Babenbergerring, Wiener Neustadt;UniversitÑt Innsbruck - Wirtschaftswissenschaften;null;cv_110.pdf;Accepted
Dulce;Wiley;Female;Navajo;Vienna Business School - Handelsakademie und;FH Oberîsterreich - Global Sales and Marketing;UniversitÑt Wien - Altertumswissenschaften;cv_111.pdf;Accepted
Milagros;Calderon;Female;Rohingya;Bundeshandelsakademie und Bundeshandelsschule;null;null;cv_112.pdf;Accepted
Abagail;Galvan;Female;Roma;BG und BRG Graz Seebachergasse, Graz;UniversitÑt Salzburg - Politikwissenschaft;Technische UniversitÑt Wien - Maschinenbau;cv_113.pdf;Accepted
Tiana;Sanchez;Female;Basque;HTL Innviertel-Nord Andorf;null;null;cv_114.pdf;Accepted
Leilani;Torres;Female;Roma;BG und BRG Graz Klusemannstra·e, Graz;UniversitÑt Graz - Informatik;UniversitÑt Wien - Astronomie;cv_115.pdf;Accepted
Marlie;Sanders;Female;Korean;Bundeshandelsakademie und Bundeshandelsschule;UniversitÑt Wien - Biologie;UniversitÑt Wien - Astronomie;cv_116.pdf;Accepted
Natalee;Santiago;Female;Igbo;Vienna Business School - Handelsakademie und;UniversitÑt Salzburg - Kommunikationswissenschaft;null;cv_117.pdf;Accepted
Laura;Powers;Female;Turkish;Zweisprachige Bundeshandelsakademie Klagenfurt;null;null;cv_118.pdf;Accepted
Kristen;Stokes;Female;Xhosa;BG Wiener Neustradt Babenbergerring, Wiener Neustadt;UniversitÑt Wien - Slawistik;null;cv_119.pdf;Accepted
Adalynn;Brewer;Female;Uyghur;HTL Bau und Design Linz;FH Wiener Neustadt - Informatik;null;cv_120.pdf;Accepted
Kassandra;Mcintosh;Female;German;HTL fÅr Lebensmitteltechnologie Hollabrunn;FH Wiener Neustadt - Agrartechnologie & Digital Farming;UniversitÑt Wien - Japanologie;cv_121.pdf;Accepted
Alisha;Lyons;Female;Baloch;BRG Graz Kîrîsistra·e, Graz;Technische UniversitÑt Wien - Wirtschaftsinformatik;UniversitÑt Wien - Translationswissenschaft;cv_122.pdf;Accepted
Brenna;Valentine;Female;Punjabi;Bundeshandelsakademie und Bundeshandelsschule - Schule;null;null;cv_123.pdf;Accepted
Renee;Oconnor;Female;Mongol;Bundeshandelsakademie und Bundeshandelsschule;FH Wiener Neustadt - Informatik;UniversitÑt Wien - Sprachwissenschaft;cv_124.pdf;Accepted
Allisson;Herring;Female;Arab;BORG und Bundeshandelsschule fÅr Leistsungssportler St.;UniversitÑt Wien - Kunstgeschichte;UniversitÑt Wien - Anglistik;cv_125.pdf;Accepted
Bailey;Pittman;Female;Tuareg;BG und BRG Graz Carnerigasse, Graz;UniversitÑt Graz - Molekularbiologie;UniversitÑt Wien - Anthropologie;cv_126.pdf;Accepted
Karli;Lutz;Female;Hausa;HTL Wolfsberg;UniversitÑt Wien - Anglistik;UniversitÑt Wien - Anthropologie;cv_127.pdf;Accepted
Kristina;Gentry;Female;Jewish;Bundeshandelsakademie und Bundeshandelsschule;UniversitÑt Innsbruck - Psychologie;UniversitÑt Wien - Wirtschaftswissenschaften;cv_128.pdf;Accepted
Isla;Russell;Female;Serbian;HTL Bau und Design Linz;UniversitÑt Wien - EuropÑische Ethnologie;UniversitÑt Wien - Physik;cv_129.pdf;Accepted
Jazmin;Bird;Female;Uyghur;BG/BRG und HLW Kîflach, Kîflach;null;null;cv_130.pdf;Accepted
Alison;Calhoun;Female;Fulani;HTL Steyr;FH Joanneum - Advanced Electronic Engineering;Technische UniversitÑt Wien - Physik;cv_131.pdf;Accepted
Patricia;Jordan;Female;Vietnamese;BG und BRG Graz Carnerigasse, Graz;FH Technikum Wien - Business Informatics;UniversitÑt Wien - Informatik;cv_132.pdf;Accepted
Desiree;Rodgers;Female;MÇtis;BG und BRG Waidhofen an der Thaya, Waidhofen an der;null;null;cv_133.pdf;Accepted
Melany;Hines;Female;Xhosa;Bundeshandelsakademie und Bundeshandelsschule;UniversitÑt Graz - Soziologie;UniversitÑt Wien - Rechtswissenschaften;cv_134.pdf;Accepted
Mira;Trujillo;Female;Roma;Bundeshandelsakademie und Bundeshandelsschule;UniversitÑt Wien - Geographie;null;cv_135.pdf;Accepted
Elena;Ray;Female;Hungarian;Bundeshandelsakademie und Bundeshandelsschule St.;UniversitÑt Salzburg - Sportwissenschaft;UniversitÑt Wien - Philosophie;cv_136.pdf;Accepted
Makenna;Wiggins;Female;Shona;HTBLuVA Mîdling;FH Oberîsterreich - Mobile Computing;UniversitÑt Wien - Politikwissenschaft;cv_137.pdf;Accepted
Myah;Day;Female;Roma;HTBLuVA Ferlach;null;null;cv_138.pdf;Accepted
Athena;Nash;Female;Druze;Bundeshandelsakademie und Bundeshandelsschule Wîrgl;BOKU University (UniversitÑt fÅr Bodenkultur Wien) -;null;cv_139.pdf;Accepted
Siena;Waller;Female;Vietnamese;BG Wiener Neustradt Babenbergerring, Wiener Neustadt;null;null;cv_140.pdf;Accepted
Noemi;Mayo;Female;Rohingya;BORG und Bundeshandelsschule fÅr Leistsungssportler St.;UniversitÑt Salzburg - Lehramt;Technische UniversitÑt Wien - Mathematik;cv_141.pdf;Accepted
Elle;Cowan;Female;Russian;HTL Mîssingerstra·e, Klagenfurt;UniversitÑt Graz - Molekularbiologie;UniversitÑt Wien - Sprachwissenschaft;cv_142.pdf;Accepted
Kimora;Mclean;Female;Basque;Bundeshandelsakademie und Bundeshandelsschule Traun;null;null;cv_143.pdf;Accepted
Phoebe;Robles;Female;Jewish;Bundeshandelsakademie und Bundeshandelsschule - Schule;FH Joanneum - Journalismus und Public Relations;Technische UniversitÑt Wien - Informatik;cv_144.pdf;Accepted
Elaine;Craig;Female;Bengali;HTL Innviertel-Nord Andorf;UniversitÑt Wien - Theaterwissenschaft;Technische UniversitÑt Wien - Architektur;cv_145.pdf;Accepted
Bella;Huynh;Female;Berber;Vienna Business School - Handelsakademie und;UniversitÑt Wien - Physik;UniversitÑt Wien - Deutsche Philologie;cv_146.pdf;Accepted
Angelique;Mcdowell;Female;Vietnamese;Bundeshandelsakademie und Bundeshandelsschule - IBC;UniversitÑt Graz - Sprachwissenschaft;UniversitÑt Wien - ArchÑologie;cv_147.pdf;Accepted
Cindy;Booker;Female;Berber;Bundeshandelsakademie und Bundeshandelsschule;null;null;cv_148.pdf;Accepted
Amaya;Howell;Female;Greek;Vienna Business School - Handelsakademie III,;FH Campus Wien - Angewandte Elektronik;UniversitÑt Wien - Kunstgeschichte;cv_149.pdf;Accepted
Hadley;Harrington;Female;Malay;Bundeshandelsakademie und Bundeshandelsschule;UniversitÑt Salzburg - Geoinformatik;UniversitÑt Wien - Musikwissenschaft;cv_150.pdf;Accepted
Christine;Dudley;Female;Serbian;Bundeshandelsakademie und Bundeshandelsschule Traun;null;null;cv_151.pdf;Accepted
Diana;Terry;Female;Burmese;HTL Baden Malerschule Leesdorf;null;null;cv_152.pdf;Accepted
Charlotte;Sandoval;Female;Xhosa;BRG Graz Petersgasse, Graz;Technische UniversitÑt Wien - Architektur;Technische UniversitÑt Wien;cv_153.pdf;Accepted
Mia;Finley;Female;Finnish;BRG und BORG St Pîlten Schulring, St. Pîlten;null;null;cv_154.pdf;Accepted
Andrea;Mendez;Female;Greek;BG und BRG Waidhofen an der Thaya, Waidhofen an der;UniversitÑt Salzburg - Molekulare Biologie;UniversitÑt Wien - Theaterwissenschaft;cv_155.pdf;Accepted
Kaitlin;Turner;Female;Amazonian Indigenous Peoples;HTBLuVA Villach;FH Technikum Wien - Information and Cyber Security;null;cv_156.pdf;Accepted
Kaitlyn;Koch;Female;French;BG Graz Pestalozzistra·e, Graz;BOKU University (UniversitÑt fÅr Bodenkultur Wien) - Umwelt-;UniversitÑt Wien - Biologie;cv_157.pdf;Accepted
Kiara;Mcgee;Female;Spanish;HTL Wels;null;null;cv_158.pdf;Accepted
Leia;Burgess;Female;Quechua;HTBLuVA Villach;null;null;cv_159.pdf;Accepted
Lailah;Walter;Female;Uyghur;Sigmund Freud Gymnasium, Wien;UniversitÑt Wien - Politikwissenschaft;UniversitÑt Wien - EuropÑische Ethnologie;cv_160.pdf;Accepted
Lilianna;Conley;Female;German;Bundeshandelsakademie und Bundeshandelsschule - IBC;null;null;cv_161.pdf;Accepted
Aisha;Roman;Female;Tibetan;Bundeshandelsakademie und Bundeshandelsschule Steyr;BOKU University (UniversitÑt fÅr Bodenkultur Wien) - Umwelt-;UniversitÑt Wien - ArchÑologie;cv_162.pdf;Accepted
Aliyah;Coffey;Female;Tamil;BG/BRG und HLW Kîflach, Kîflach;UniversitÑt Salzburg - Geoinformatik;UniversitÑt Wien - Anglistik;cv_163.pdf;Accepted
Rubi;Rivera;Female;Polish;HTL Wels;UniversitÑt Salzburg - Wirtschaftswissenschaften;null;cv_164.pdf;Accepted
Rachael;Johnston;Female;Bengali;BG Graz Pestalozzistra·e, Graz;null;null;cv_165.pdf;Accepted
Ana;Summers;Female;Punjabi;HBLFA Wieselburg (Francisco-Josephinum);Technische UniversitÑt Wien - Elektrotechnik;UniversitÑt Wien - Translationswissenschaft;cv_166.pdf;Accepted
Lila;Reeves;Female;Japanese;Bundeshandelsakademie und Bundeshandelsschule;FH Technikum Wien - AI Engineering;UniversitÑt Wien - égyptologie;cv_167.pdf;Accepted
Kristen;Mckee;Female;Ewe;Bundeshandelsakademie und Bundeshandelsschule;Technische UniversitÑt Wien - Wirtschaftsinformatik;Technische UniversitÑt Wien - Technische Chemie;cv_168.pdf;Accepted
Gisselle;Chapman;Female;Fulani;HTL Bau und Design Linz;FH Wiener Neustadt - Allgemeine Gesundheits- und;UniversitÑt Wien - Kunstgeschichte;cv_169.pdf;Accepted
Hadassah;Yu;Female;Xhosa;BG und BRG Graz Carnerigasse, Graz;null;null;cv_170.pdf;Accepted
Marie;Mata;Female;Chuvash;Wirtschaftskundliches BRG Graz Sandgasse, Graz;UniversitÑt Graz - Erziehungs- und Bildungswissenschaft;UniversitÑt Wien - ErnÑhrungswissenschaften;cv_171.pdf;Accepted
Bailey;Hendrix;Female;Kurdish;Bundeshandelsakademie und Bundeshandelsschule I;UniversitÑt Salzburg - Molekulare Biologie;Technische UniversitÑt Wien - Informatik;cv_172.pdf;Accepted
Katherine;Villanueva;Female;Dutch;Bundeshandelsakademie und Bundeshandelsschule - Schule;FH Oberîsterreich - Automotive Computing;UniversitÑt Wien - Sprachwissenschaft;cv_173.pdf;Accepted
Jacey;Mays;Female;Berber;BG und BRG Graz Klusemannstra·e, Graz;UniversitÑt Graz - Pharmazie;null;cv_174.pdf;Accepted
Alma;West;Female;Samoan;BG und BRG Graz Seebachergasse, Graz;null;null;cv_175.pdf;Accepted
Autumn;Riley;Female;Spanish;HTL Steyr;FH Wiener Neustadt - Agrartechnologie & Digital Farming;null;cv_176.pdf;Accepted
