First Name;Last Name;Gender;Ethnicity;High School;Bachelor;Master;Filename;Accepted
Maritza;Browning;Female;Kazakh;Hernalser Gymnasium Geblergasse, Wien-Hernals;Universität Innsbruck - Wirtschaftswissenschaften;null ;cv_109.pdf;Not Accepted
Shayla;Vargas;Female;Turkish;BORG Feldbach, Feldbach;null;null ;cv_110.pdf;Accepted
Jefferson;Ramsey;Male;Spanish;HBLFA Wieselburg (Francisco-Josephinum);BOKU University (Universität für Bodenkultur Wien) -;Universität Wien - Philosophie;cv_111.pdf;Accepted
Maeve;Vaughan;Female;Arab;IT-HTL Ybbs;null;null;cv_112.pdf;Not Accepted
Saul;Lowery;Male;Baloch;HBLFA Wieselburg (Francisco-Josephinum);FH Technikum Wien - Biomedical Engineering;Universität Wien - Anglistik;cv_113.pdf;Not Accepted
Avery;Alexander;Male;Tamil;Schottengymnasium, Wien;null;null ;cv_114.pdf;Accepted
Edward;Bennett;Male;Jewish;Bundeshandelsakademie und Bundeshandelsschule Reutte;Technische Universität Wien - Technische Physik;Universität Wien - Politikwissenschaft;cv_115.pdf;Not Accepted
Philip;Forbes;Male;Berber;Bundeshandelsakademie und Bundeshandelsschule Bad;null;null;cv_116.pdf;Not Accepted
Reuben;Rodgers;Male;Portuguese;HTBLuVA Wiener Neustadt;null;null;cv_117.pdf;Not Accepted
Nathalie;Garcia;Female;Punjabi;BG und BRG Sankt Pölten Josefstraße, St. Pölten;Universität Salzburg - Geoinformatik;null;cv_118.pdf;Not Accepted
Camille;Haley;Female;Tongan;BG und BORG Graz-Liebenau, Graz;Universität Innsbruck - Architektur;Universität Wien - Slawistik;cv_119.pdf;Accepted
Fatima;Stevenson;Female;Amhara;HTL für Lebensmitteltechnologie Wels;Universität Salzburg - Molekulare Biologie;Universität Wien - Musikwissenschaft;cv_120.pdf;Not Accepted
Clara;Lawrence;Female;Métis;HTBLuVA St. Pölten;null;null ;cv_121.pdf;Accepted
Rodney;Roach;Male;Burmese;"Bundeshandelsakademie und Bundeshandelsschule -
International Business School Linz";Universität Wien - Physik;Universität Wien - Romanistik;cv_122.pdf;Accepted
Alden;Price;Male;Serbian;Zweisprachige Bundeshandelsakademie Klagenfurt;Universität Salzburg - Romanistik;Universität Wien - Musikwissenschaft;cv_123.pdf;Accepted
Lillie;Friedman;Female;Baloch;Bundeshandelsakademie und Bundeshandelsschule Bad;FH Technikum Wien - Renewable Energy Systems;Universität Wien - Translationswissenschaft;cv_124.pdf;Accepted
Bryson;Brewer;Male;Rohingya;Bundesrealgymnasium Schuhmeierplatz, Wien-Ottakring;Universität Salzburg - Politikwissenschaft;Universität Wien - Slawistik;cv_125.pdf;Not Accepted
Brodie;Koch;Male;Tongan;BG und BRG Sankt Pölten Josefstraße, St. Pölten;null;null;cv_126.pdf;Not Accepted
Lucille;Waller;Female;Jewish;Wiedner Gymnasium, Wien;null;null;cv_127.pdf;Accepted
Eliza;Good;Female;Afro-Latin American;BRG und BORG St Pölten Schulring, St. Pölten;FH Joanneum - Bank- und Versicherungswirtschaft;Technische Universität Wien - Bauingenieurwesen;cv_128.pdf;Not Accepted
Mireya;Cobb;Female;Scandinavian;IT-HTL Ybbs;BOKU University (Universität für Bodenkultur Wien) -;null ;cv_129.pdf;Accepted
Alisson;Anderson;Female;Amazonian Indigenous Peoples;Bundeshandelsakademie und Bundeshandelsschule Wien;FH Technikum Wien - Data Science;Universität Wien - Ägyptologie;cv_130.pdf;Accepted
Elisabeth;Terry;Female;Hmong;Bundesgymnasium Wasagasse, Wien;Universität Wien - Physik;Universität Wien - Alte Geschichte und Altertumskunde;cv_131.pdf;Accepted
Frida;Sparks;Female;Assamese;Bundeshandelsakademie und Bundeshandelsschule Steyr;Universität Innsbruck - Geschichte;Universität Wien - Politikwissenschaft;cv_132.pdf;Not Accepted
Halle;Zimmerman;Female;Afro-Latin American;BG/BRG und HLW Köflach, Köflach;null;null ;cv_133.pdf;Not Accepted
Peter;Hicks;Male;Tuareg;BRG Waidhofen an der Ybbs, Waidhofen an der Ybbs;null;null ;cv_134.pdf;Accepted
Alanna;Barrett;Female;Afro-Caribbean;Bundeshandelsakademie und Bundeshandelsschule;FH Technikum Wien - Biomedical Engineering;null ;cv_135.pdf;Not Accepted
Dillan;Spears;Male;Spanish;Bundeshandelsakademie und Bundeshandelsschule Bad;FH Campus Wien - Bauingenieurwesen - Baumanagement;Technische Universität Wien - Mathematik;cv_136.pdf;Accepted
Julissa;Fleming;Female;Ukrainian;Zweisprachige Bundeshandelsakademie Klagenfurt;FH Oberösterreich - Electrical Engineering;Technische Universität Wien - Physik;cv_137.pdf;Not Accepted
Saniyah;Barron;Female;Navajo;Bundeshandelsakademie und Bundeshandelsschule Bad;null;null ;cv_138.pdf;Accepted
Athena;Melton;Female;German;BG BRG Graz Marschallgasse, Graz;Universität Wien - Soziologie;Universität Wien - Philosophie;cv_139.pdf;Not Accepted
Teagan;Moreno;Female;Tongan;IT-HTL Ybbs;FH Campus Wien - Angewandte Elektronik;Universität Wien - Theaterwissenschaft;cv_140.pdf;Accepted
Micaela;Gomez;Female;Tahitian;Wiedner Gymnasium, Wien;Universität Innsbruck - Erziehungswissenschaft;Technische Universität Wien - Physik;cv_141.pdf;Accepted
Rishi;Gardner;Male;Persian;BG BRG Graz Marschallgasse, Graz;Universität Wien - Judaistik;Technische Universität Wien;cv_142.pdf;Accepted
Kane;Rosales;Male;Cherokee;Wiedner Gymnasium, Wien;FH Joanneum - Advanced Electronic Engineering;Universität Wien - Soziologie;cv_143.pdf;Not Accepted
Lee;Barber;Male;Oromo;Hernalser Gymnasium Geblergasse, Wien-Hernals;FH Technikum Wien - Information and Cyber Security;null;cv_144.pdf;Not Accepted
Triston;Mullins;Male;Berber;Bundeshandelsakademie und Bundeshandelsschule I;null;null ;cv_145.pdf;Accepted
Warren;Watkins;Male;Burmese;BG und BRG Graz Dreihackengasse, Graz;null;null;cv_146.pdf;Not Accepted
Hanna;Casey;Female;Zulu;BG/BRG und HLW Köflach, Köflach;FH Oberösterreich - Interactive Media;null;cv_147.pdf;Not Accepted
Reagan;Porter;Male;Amazonian Indigenous Peoples;Bundesrealgymnasium Schuhmeierplatz, Wien-Ottakring;Universität Wien - Physik;Universität Wien - Psychologie;cv_148.pdf;Not Accepted
Jayda;Vaughan;Female;German;BG und BRG Graz Oeverseegasse, Graz;null;null ;cv_149.pdf;Not Accepted
Leia;Rosales;Female;Uyghur;HTBLuVA St. Pölten;Technische Universität Wien - Verfahrenstechnik;Universität Wien - Sprachwissenschaft;cv_150.pdf;Accepted
Tristian;Cannon;Male;Greek;Bundeshandelsakademie und Bundeshandelsschule Traun;Universität Innsbruck - Informatik;Universität Wien - Informatik;cv_151.pdf;Accepted
Damien;Bruce;Male;Kazakh;Bundeshandelsakademie und Bundeshandelsschule;null;null;cv_152.pdf;Accepted
Michelle;Bauer;Female;Amhara;Bundeshandelsakademie und Bundeshandelsschule St.;Universität Graz - Erziehungs- und Bildungswissenschaft;null;cv_153.pdf;Not Accepted
Guillermo;Esparza;Male;Tibetan;BG BRG und BORG Hartberg, Hartberg;Universität Wien - Slawistik;Technische Universität Wien - Technische Chemie;cv_154.pdf;Accepted
Marissa;Vance;Female;Pashtun;HTL für Lebensmitteltechnologie Hollabrunn;null;null ;cv_155.pdf;Not Accepted
Viviana;Cowan;Female;Baloch;Bundeshandelsakademie und Bundeshandelsschule I;Universität Wien - Chemie;Universität Wien - Musikwissenschaft;cv_156.pdf;Accepted
Linda;Goodwin;Female;Maasai;Sigmund Freud Gymnasium, Wien;Universität Graz - Philosophie;null;cv_157.pdf;Not Accepted
Charlize;Houston;Female;German;Bundeshandelsakademie und Bundeshandelsschule Steyr;FH Campus Wien - Nachhaltiges Ressourcenmanagement;Universität Wien - Ernährungswissenschaften;cv_158.pdf;Accepted
Yamilet;Madden;Female;Amhara;Zweisprachige Bundeshandelsakademie Klagenfurt;FH Wiener Neustadt - Mechatronik;null ;cv_159.pdf;Accepted
Preston;Mooney;Male;Burmese;Bundeshandelsakademie und Bundeshandelsschule Wien;FH Joanneum - eHealth;null ;cv_160.pdf;Accepted
Maximo;Day;Male;Oromo;Bundeshandelsakademie und Bundeshandelsschule;FH Campus Wien - Public Management;Universität Wien - Europäische Ethnologie;cv_161.pdf;Accepted
Haven;Colon;Male;Métis;BG Wiener Neustradt Babenbergerring, Wiener Neustadt;null;null;cv_162.pdf;Not Accepted
Ayla;Underwood;Female;Greek;Wiedner Gymnasium, Wien;BOKU University (Universität für Bodenkultur Wien) -;Universität Wien - Arabistik;cv_163.pdf;Accepted
Wyatt;Chandler;Male;Tuareg;Zweisprachige Bundeshandelsakademie Klagenfurt;null;null ;cv_164.pdf;Not Accepted
Rey;Day;Male;Tibetan;HTL Hollabrunn;Universität Wien - Afrikawissenschaften;Universität Wien - Ernährungswissenschaften;cv_165.pdf;Not Accepted
Lisa;Dawson;Female;Jewish;Bundeshandelsakademie und Bundeshandelsschule;null;null ;cv_166.pdf;Not Accepted
Taryn;Hodge;Female;Persian;Bundeshandelsakademie und Bundeshandelsschule;null;null ;cv_167.pdf;Accepted
Samir;Haynes;Male;Roma;Bundeshandelsakademie und Bundeshandelsschule;null;null ;cv_168.pdf;Accepted
Zara;Harrison;Female;Berber;Amerlinggymnasium, Wien;Universität Wien - Chemie;Technische Universität Wien - Architektur;cv_169.pdf;Accepted
Lena;Gaines;Female;Cherokee;Bundeshandelsakademie und Bundeshandelsschule - Schule;Universität Wien - Physik;null ;cv_170.pdf;Not Accepted
Litzy;Lowery;Female;German;HTL Wolfsberg;FH Technikum Wien - Renewable Energy Systems;Universität Wien - Altertumswissenschaften;cv_171.pdf;Accepted
Miles;Brooks;Male;Mongol;BG BRG Graz Marschallgasse, Graz;null;null ;cv_172.pdf;Accepted
Abigayle;Dixon;Female;Jewish;BG Graz Georgigasse, Graz;null;null ;cv_173.pdf;Accepted
Noel;Moore;Male;Assyrian;HTBLuVA Pinkafeld;Universität Wien - Musikwissenschaft;Universität Wien - Japanologie;cv_174.pdf;Not Accepted
Kendall;Crawford;Male;Bengali;Bundeshandelsakademie und Bundeshandelsschule Steyr;Universität Wien - Physik;Universität Wien - Wirtschaftswissenschaften;cv_175.pdf;Not Accepted
Athena;Sellers;Female;Roma;BG und BORG Graz-Liebenau, Graz;null;null;cv_176.pdf;Not Accepted
Autumn;Lang;Female;Métis;HTL Braunau;Universität Wien - Physik;Universität Wien - Philosophie;cv_177.pdf;Not Accepted
Alani;Franklin;Female;German;BORG und Bundeshandelsschule für Leistsungssportler St.;Universität Wien - Afrikawissenschaften;Universität Wien - Anglistik;cv_178.pdf;Not Accepted
Salvador;Reilly;Male;Pashtun;Bundeshandelsakademie und Bundeshandelsschule;null;null ;cv_179.pdf;Not Accepted
Randy;Beard;Male;Zulu;Bundeshandelsakademie und Bundeshandelsschule -;Universität Wien - Ägyptologie;Universität Wien - Afrikawissenschaften;cv_180.pdf;Not Accepted
Emanuel;Gamble;Male;Punjabi;HTBLuVA Mödling;Universität Innsbruck - Sportwissenschaft;Technische Universität Wien - Elektrotechnik;cv_181.pdf;Accepted
Jakayla;Castaneda;Female;Mongol;Bundeshandelsakademie und Bundeshandelsschule Steyr;BOKU University (Universität für Bodenkultur Wien) -;Universität Wien - Archäologie;cv_182.pdf;Not Accepted
Aaden;Bush;Male;Turkish;Bundeshandelsakademie und Bundeshandelsschule Reutte;Universität Wien - Soziologie;Universität Wien - Soziologie;cv_183.pdf;Not Accepted
Kash;Oneal;Male;Amhara;HTBLuVA Pinkafeld;null;null ;cv_184.pdf;Accepted
